# WORD	TF	IDF	ATTR
陶瓷盆	13.03	16.43	n
火锅汤	12.74	10.35	n
洗手台	11.85	12.82	n
天然气灶	13.32	15.28	n
废纸片	11.08	14.17	n
煤气灶	0.82	0	n
干核桃壳	13.01	9.69	n
牙刷头	12.73	10.99	n
手机架	11.09	13.73	n
葡萄包装纸	13.3	15.39	n
旧风扇	12.84	10.73	n
鸡肉卷包装纸	11.41	13.62	n
锡纸一次性餐盒	12.49	10.95	n
膨化食品袋	10.31	15.34	n
牙杯	14.87	5.44	n
水泥袋	11.74	12.54	n
快递打印纸	13.34	8.84	n
台式电脑	12.94	10.49	n
水泥编织袋	12.73	10.38	n
湿茶叶	13.1	10.11	n
显示器屏幕	11.55	12.89	n
7号干电池	11.21	13.51	n
台式机	13.85	7.39	n
平板手机	11.61	13.27	n
酒精纸	12.81	10.18	n
捆钞带	0.72	0	n
卸甲巾	12.28	11.42	n
脏猫砂	12.41	11.68	n
洗甲巾	11.73	13.05	n
酸奶塑料盒	12.43	11.65	n
塑料手套	13.81	7.51	n
手抓饼	10.31	15.34	n
药品包装纸盒	12.86	10.07	n
果酱瓶	12.25	12.03	n
面膜包装盒	13.71	8.92	n
行车记录仪	13.52	9.42	n
驱虫外包装	12.79	11.18	n
饮料瓶标	14.36	5.79	n
吃完的玉米	12.89	10	n
蔬菜保鲜膜	14.32	7.19	n
电热蚊香	12.34	11.28	n
八宝粥塑料盖	12.85	10.09	n
月饼袋	1.18	0	n
牡丹	12.32	11.32	n
槟榔袋	11.09	13.72	n
硅胶手机壳	12.51	10.9	n
方便面包装袋	13.8	8.68	n
板蓝根袋子	11.65	12.7	n
水生植物	13.65	7.96	n
地瓜	10.01	15.4	n
宠物粮	11.8	12.9	n
鸡蛋纸盒	13.74	7.7	n
输液器袋子	11.65	13.63	n
输液器	14.42	5.58	n
梨子	12.06	12.41	n
抽纸袋	13.45	9.23	n
地瓜皮	12.2	11.58	n
彩妆盒	12.28	11.41	n
眉笔盒	13.3	15.36	n
装着鱼骨的塑料袋	13.58	8.17	n
洗洁精塑料瓶	11.74	13.01	n
罐头盒	13.85	7.39	n
核桃外壳	13.26	10.08	n
电热蚊香片	1.06	0	n
酒瓶盖	12.18	11.62	n
娃哈哈ad钙奶瓶	11.9	12.71	n
胸垫	13.38	9.79	n
内衣垫	13.19	14.78	n
用药说明书	12.48	10.97	n
压缩面膜	14.55	5.14	n
数据充电线	12.92	9.92	n
湿巾袋子	12.34	11.28	n
口服液药瓶	13.18	9.27	n
中药颗粒	12.71	10.43	n
山竹皮	9.99	15.42	n
圆珠笔笔芯	12.49	10.94	n
碎纸机粉碎过的纸屑	13.3	16.37	n
污脏衣物	13.28	9.67	n
污损塑料瓶	14.18	7.16	n
茶叶滤纸	13.9	7.23	n
锅巴袋子	10.01	15.39	n
红茶包装袋	13.1	9.47	n
盐袋	13.82	8.62	n
酱油瓶盖	13.83	8.61	n
棉絮	13.5	9.08	n
食品塑料袋	13.02	9.67	n
塑料网	10.37	15.25	n
八倍镜	13.6	9.21	n
烤鱼片	12.76	10.32	n
涡轮风扇发动机	12.66	11.84	n
餐纸	12.55	10.8	n
受污染的塑料	13.85	8.54	n
豆浆盖	11.31	13.78	n
豆浆盒子	12.27	12.48	n
塑料叉	11.71	13.08	n
梨核	11.89	12.74	n
梨皮	14.07	7.5	n
按键手机	11.01	14.29	n
保健品玻璃瓶	12.83	10.13	n
过期果冻	10.88	14.07	n
直尺	12.74	10.95	n
木盒	0.84	0	n
塑料桌布	11.7	13.1	n
吸油毡	11.74	13.02	n
自来水龙头	11.61	13.27	n
拉杆夹	12.46	11.01	n
塑料水桶	11.63	13.22	n
装订机	12.74	10.95	n
刘海夹	0.9	0	n
过期糖果	12.08	11.83	n
维生素药丸	13.4	8.68	n
牙签盒	13.37	14.02	n
月饼包装盒	12.08	12.36	n
绿箭	12.6	10.69	n
干枯花草	13.58	8.16	n
塑料牙签盒	13.98	7.76	n
酸梅汤盒	14.26	6.1	n
茶叶梗	12.13	11.74	n
旧陶瓷	11.24	13.91	n
海藻面膜片	14.17	10.26	n
一次性塑料碗	14.02	8.07	n
穿过的内衣	11.44	13.57	n
使用后的一次性筷子	0.73	0	n
服务器硬盘	12.39	11.72	n
茶叶盒	11.67	12.66	n
旧洗衣机	13.99	8.17	n
旧水彩笔	14.2	6.3	n
棉被枕头	11.49	13.48	n
用过的餐纸	13.89	14.29	n
碎玻璃渣	1.16	0	n
消毒湿巾	11.68	12.64	n
锡纸饭盒	13.53	9.39	n
硬塑料袋	0.7	0	n
碎瓷片	13.55	14.96	n
固体面膜	11.55	12.89	n
药板	11.06	14.2	n
动物的粪便	0.72	0	n
哇哈哈瓶子	13.31	8.92	n
易拉罐瓶子	12.91	10.57	n
西蓝花	12.48	11.54	n
羊肉串签	10.45	15.14	n
易拉罐瓶	11.88	12.75	n
卷纸芯	12.75	11.66	n
杀虫剂瓶	11.76	12.97	n
香烟烟头	10.99	13.89	n
补钙药瓶	0.94	0	n
面膜贴	13.12	9.42	n
拖布柄	12.62	10.65	n
蟑螂板	13.35	16.19	n
芦苇叶	13.34	15.2	n
薯条袋	13.7	7.82	n
药品锡纸	13.08	10.15	n
避用套	14.03	7.61	n
乳胶枕	13.78	7.6	n
冰淇淋勺子	11.72	13.06	n
Apple Watch	11.2	13.54	n
护肤品瓶子	12.7	10.46	n
保险套	11.8	12.41	n
药材	12.89	10	n
果汁盒	11.53	13.41	n
豆浆瓶子	11.84	12.33	n
药物外包装	13.8	8.68	n
药袋	11.27	13.86	n
核桃的硬壳	13.15	15.98	n
葡萄枝	12.18	11.62	n
真空袋	1.2	0	n
橡胶皮筋	13.81	12.02	n
卷尺	13.01	16.51	n
玻璃弹珠	11.62	13.24	n
纸质说明书	13.35	16.16	n
用脏的垃圾袋	13.47	9.56	n
打印墨盒	13.16	9.96	n
废弃的卫生纸	11.36	13.25	n
腐烂水果	13.94	7.1	n
湿药包	11.62	13.24	n
坏水果	13.2	10.24	n
药盒纸盒	13.8	13.23	n
食品包装塑料袋	13.78	14.43	n
病卡	13.16	9.95	n
门诊本	12.5	11.5	n
脏外卖盒	12.31	11.34	n
药膏盒	12.38	12.06	n
漂白剂瓶子	13.17	15.9	n
病历本	10.31	15.33	n
食品外包装	11.43	13.84	n
洗手液空瓶	13.09	16.21	n
咳嗽药瓶	12.37	11.22	n
脏酸奶盒	10	15.42	n
米桶	11.78	12.94	n
奶粉桶	13.06	16.34	n
塑料胶布	12.82	10.16	n
无碳复写纸	13.71	14.72	n
灭害灵	10.28	15.01	n
吸管包装纸	12.1	11.79	n
酸奶瓶子	12.31	12.21	n
安瓶精华玻璃瓶	14.17	6.41	n
电动牙刷头	13.3	8.95	n
酸奶吸管	12.89	10.61	n
注射液瓶	12.61	11.25	n
玻璃眼镜片	12.66	10.54	n
写过字的纸	13.84	8.15	n
霍香正气水瓶	12.69	11.07	n
厨房纸巾	13.28	9	n
牛棒骨	14.17	7.65	n
馊饭	13.17	9.93	n
一次性毛巾	0.73	0	n
喝过的牛奶袋	11.44	13.82	n
生虫的麦片	13.41	13.81	n
脏塑料袋	12.99	10.37	n
核桃内膜	13.26	10.08	n
手提袋	12.06	12.4	n
白板笔水瓶	12.48	11.53	n
橡胶手机壳	12.86	10.06	n
剩饭塑料袋	12.53	11.74	n
污染纸板	13.92	8.35	n
菜夹馍	14.07	12.67	n
食品袋子	13.98	13.57	n
用过的面膜包装袋	13.66	8.67	n
用过的膏药	11.35	13.26	n
脏旧衣服	12.82	10.17	n
夏威夷果皮	13.06	9.58	n
盐焗鸡粉	1.21	0	n
土豆片夹膜	13.41	8.65	n
玻璃酒瓶	13.58	13.07	n
咖啡搅拌棒	12.51	11.46	n
废家用电器	14.09	7.88	n
废热水器	13.51	8.36	n
公交卡	12.31	11.9	n
一次性竹筷	12.17	11.64	n
药品外盒	13.7	8.96	n
沙发罩	13.59	13.04	n
沙发套	10.03	15.37	n
药片盒	13.12	10.05	n
厨房海绵	13.87	8.5	n
电话线	11.34	13.73	n
喝过的酸奶盒	12.04	12.44	n
坏掉的玩具	10.05	15.34	n
鱼饵	14.13	7.32	n
蚌壳	14.11	6.58	n
醋包装袋	13.77	7.61	n
旧避孕药	11.11	14.12	n
滴眼药	13.48	8.45	n
猕猴桃皮	12.11	12.6	n
透明包装纸袋	0.86	0	n
硬纸张	13.36	9.45	n
桃果核	13.36	14.05	n
棉袜	13.45	16.5	n
红酒塞子	12.61	11.25	n
碎砖头	11.79	13.2	n
电动车电池	11.14	13.63	n
记事本	11.71	12.59	n
药品说明书	12.57	10.77	n
碎杯子	0.99	0	n
碎酒瓶	13	10.35	n
碎玻璃瓶	12.59	11.3	n
口服液瓶子	11.44	13.55	n
用过的吸油纸	11.99	12.02	n
碎纸机纸屑	12.39	11.17	n
烂玻璃杯	13.12	16.66	n
碎瓶子	12.15	11.7	n
首饰盒	13.33	14.16	n
保健品瓶	12.14	11.72	n
果珍袋	11.93	12.66	n
眼膜	13.54	14.37	n
固体饮料袋	13.23	10.15	n
饮料塑料袋	11.88	12.25	n
眼膜瓶	13.18	10.28	n
塑料罐	13.78	8.32	n
羊毛被	1.24	0	n
碎纸机纸	14.32	5.91	n
一次性硅胶手套	13.67	9.04	n
废旧皮革	12.77	10.29	n
烤串签	10.71	14.98	n
砖石	0.69	0	n
硅胶手套	13.97	8.21	n
空牙膏皮	11.75	12.52	n
大虾皮	10	15.41	n
旧纸张	12.77	10.28	n
电蚊香器	12.76	10.32	n
花茶	13.68	9	n
鼻炎药	11.13	14.1	n
塑料购物袋	13.81	7.51	n
  保温袋	12.43	11.65	n
一次性调羹	9.99	15.42	n
清洁剂瓶子	14.03	7.61	n
无线鼠标	12.55	11.71	n
玻璃碎瓶	0.7	0	n
碎啤酒瓶	12.71	10.44	n
小音响	0.75	0	n
一次性盘子	12.92	9.93	n
一次性内衣裤	13.51	8.36	n
冰棒包装	12.96	10.45	n
用过的抽纸	12.38	12.06	n
湿了的纸巾	1.01	0	n
塑胶带	13.15	9.99	n
鮮奶甁	10.06	15.33	n
牛奶甁	12.89	10.62	n
蒙牛酸奶盒	0.74	0	n
烤肉签	14.17	7.65	n
千岛沙拉酱瓶	13.9	7.24	n
烤肉签子	13.1	9.47	n
牛奶盖子	12.76	11.77	n
口红盒	13.33	8.86	n
中药盒子	10.47	15.11	n
中药颗粒剂盒子	10.03	15.37	n
充电器头	12.27	11.44	n
八宝粥易拉罐	13.52	8.35	n
八宝粥罐子	12.21	11.56	n
香水瓶盖	0.77	0	n
橙汁瓶子	13.87	8.48	n
碎A4纸	13.22	10.17	n
复印机墨盒	12.87	10.99	n
过期罐头	12.77	11.22	n
乳酸菌瓶	14.63	6.22	n
干花生	13.97	7.03	n
笔筒	13.89	7.27	n
A4包装纸袋	12.58	11.65	n
薯片纸盒	0.77	0	n
枯树枝	11.7	13.1	n
华为平板电脑	14.34	12.53	n
酒店一次性拖鞋	11.64	13.48	n
馅饼包装袋	12.21	11.56	n
玻璃花瓶	13.05	10.59	n
钉书针	13.92	8.36	n
旧手机壳	12.87	10.65	n
石英手表	13.03	10.63	n
砂纸	12.58	10.73	n
花椒粒	12.94	10.5	n
废弃锁具	13.89	12.82	n
废旧手机壳	12.65	11.17	n
锁具	11.62	13.24	n
空圆珠笔芯	12.84	10.11	n
psp	13.1	15.14	n
口香糖瓶子	12.53	11.42	n
旧棉被子	0.72	0	n
鸭肠	13.09	10.48	n
寿司盒	14.62	6.26	n
肥肠	12.6	10.69	n
木箱	11.64	12.73	n
烂豆腐	12.48	11.86	n
打印纸包装	14.29	6.82	n
阿胶包装袋	13.25	14.51	n
镜子碎片	12.97	10.42	n
鱼籽	11.08	13.75	n
纸质文件袋	12.28	11.41	n
护肤品包装盒	13.04	10.25	n
污染包装盒	14.31	7.22	n
卫生纸袋子	13.49	15.22	n
快递文件袋	13.33	14.19	n
裹着猫屎的猫砂	13.09	10.48	n
酒精棉片	13.55	13.22	n
避孕套盒	13.59	14.14	n
牛腿骨	13.75	12.29	n
餐布	11.83	13.32	n
护唇膏盒	12.16	12.69	n
化妆水瓶子	14.31	7.22	n
卸妆湿巾	11.77	12.48	n
酒精棉球	13.57	8.21	n
一次性垃圾袋	12.89	10	n
脏袜子	13.72	9.18	n
用过的口红	14.05	7.55	n
汽车轮胎	13.92	7.18	n
便条纸	13.42	9.68	n
卫生纸包装袋	13.18	10.53	n
被污染过的纸张	14.23	7.46	n
胶水瓶	14.1	7.4	n
衣服纸质标签	12.44	11.05	n
安全帽	12.71	11.02	n
84消毒液	11.22	13.94	n
84消毒液瓶	14.02	7.63	n
自行车锁	11.93	12.15	n
锁	12.32	12.19	n
卷纸硬芯	12.54	11.73	n
信件纸	11.99	12.02	n
卫生纸塑料包装袋	13.18	10.52	n
植物叶子	14.44	5.52	n
药品标签	13.48	9.52	n
医用标签纸	14.14	11.65	n
塑料椅子	12.31	11.35	n
玻璃罐子	0.98	0	n
淋浴头	13.35	15.18	n
高压水枪	14.12	11.73	n
喷头	13.19	9.22	n
闹钟	14.46	5.46	n
自行车脚蹬	13.21	9.18	n
苹果Mac	11.96	12.61	n
充气塑料袋	12.94	9.88	n
汉堡包装袋	14.16	6.43	n
豆浆盖子	14.29	6.02	n
化妆玻璃瓶	0.69	0	n
药品盒子	11.16	13.6	n
药片盒子	12.24	11.5	n
储蓄罐	0.9	0	n
铁罐包装	13.89	11.63	n
啤酒瓶子	12.39	11.17	n
不粘锅	13.47	8.49	n
六个核桃铁罐包装	13.76	7.66	n
营养膏	1.02	0	n
使用过的一次性筷子	12.71	10.43	n
打印机硒鼓	0.71	0	n
足贴	13.16	9.32	n
破碗	13.1	16.19	n
饮料塑胶杯	11.02	14.27	n
手工纸	11.64	13.2	n
咖啡包	11.49	13.01	n
卫生纸筒	10.29	15.36	n
卫生棉包装	12.51	11.79	n
滴眼液的包装	12.84	10.72	n
旧连袜裤	14.19	7.59	n
染发瓶	12.26	11.45	n
乳胶枕头	13.35	15.18	n
必胜客盒子	10.39	15.23	n
蔬果	14.09	7.86	n
写过字的纸张	13.19	14.77	n
沾过油的包装纸	13.08	17.89	n
早点包装袋	11.06	14.2	n
一次性牙膏	11.39	13.65	n
方便面盖	0.71	0	n
羽绒被	13.87	7.31	n
尿裤	13.81	8.66	n
锁头	11.25	13.88	n
镍镉电池	11.62	13.25	n
破陶瓷	11.14	13.63	n
破玻璃杯	14.19	7.12	n
药盒子	13.35	9.86	n
电动车挡风被	12.68	10.5	n
废染料	0.71	0	n
鸡蛋清	13.34	15.22	n
染料	12.8	10.82	n
酒精空瓶	13.59	8.14	n
一次性马桶垫	12.49	10.94	n
用过的纸张	12.71	10.42	n
饺子包装袋	13.74	8.85	n
衬衣	14.1	6.63	n
短袖	12.9	9.97	n
旧音箱	12.83	10.13	n
废旧音箱	10.04	15.36	n
薄膜手套	0.78	0	n
一次性头绳	13.08	10.16	n
汽水瓶	12.91	10.56	n
化妆品空盒	12.89	10.61	n
桑椹干	10	15.41	n
验钞机	13.5	9.48	n
玻璃酱油瓶	14.23	7.47	n
薯片盖	12.22	11.54	n
废弃化妆刷	12.99	10.97	n
可乐鸡	13.68	9	n
碱	13.34	8.82	n
面碱	12.44	11.06	n
感冒药袋子	11.93	12.66	n
兔头	13.19	9.23	n
瓷杯子	13.8	8.68	n
防晒喷雾瓶	13.91	7.19	n
被油污污染了的旧报纸	11.94	12.64	n
塑料糖纸	0.79	0	n
方便面碗	13.21	14.67	n
海棉	11.61	12.78	n
阿斯匹林	11.37	13.22	n
罐头瓶	13.48	9.14	n
不锈钢管	14.6	4.96	n
鸭舌帽	13.99	6.97	n
竹篮子	13.11	9.44	n
生玉米	10.85	14.12	n
咖啡纸杯	11.57	12.86	n
星巴克纸杯	11.62	13.68	n
纸杯蛋糕的纸杯	12.87	10.05	n
冰红茶纸盒	10.21	15.11	n
小柜子	10.44	15.36	n
电脑鼠标	12.4	11.14	n
橄榄油	11.99	12.55	n
皮革拖鞋	12.92	10.53	n
牙刷壳	13.15	10.34	n
一次性牙刷	14.59	6.36	n
梨	13.21	9.17	n
椰子粉包装袋	12.4	11.7	n
光碟片	12.41	11.69	n
墙漆	12.21	11.56	n
海澡面膜	10.04	15.35	n
水性漆	13.14	9.37	n
包装纸袋	13.5	9.48	n
调料盒	12.87	10.65	n
蛤壳	13.09	10.5	n
干茶叶	13.72	12.42	n
味精袋	13.79	8.3	n
纸张小票	0.71	0	n
碎布条	13.71	9.19	n
茶泡袋	13.2	10.22	n
锈刀	11.66	13.16	n
塑料空瓶	13.2	9.21	n
圆规	12.17	11.64	n
塑料空瓶子	10.03	15.36	n
伞骨架	13.98	7.75	n
空调遥控器	12.69	10.48	n
珍视明护眼贴	13.92	7.93	n
搪瓷杯	13.21	15.73	n
香瓜籽	12.59	11.29	n
无纺布眼贴	11.34	13.73	n
鸡腿骨	12.34	11.29	n
一次性桌布	13.18	17.54	n
一次性台布	11.53	12.94	n
海绵刷	12.86	10.68	n
瓜子袋	12.75	11.65	n
兔子头	11.86	13.26	n
旧内裤	12.68	11.93	n
腐烂的花	13.69	7.84	n
废旧药品	12.81	10.2	n
篮球鞋	11.66	13.17	n
午餐肉铁桶	10.04	15.35	n
生锈的螺丝钉	11.95	12.11	n
龙眼核	1.07	0	n
没过期的药	13.68	8.61	n
一次性刀片	12.92	10.53	n
旧凉席	14	6.94	n
盆栽树叶	12.07	11.86	n
雪茄	13.91	12.72	n
档案袋	12.6	11.97	n
软抄本	12.52	12.26	n
文件筐	12.65	12.09	n
尺子	12.1	12.61	n
文件盒	11.47	13.04	n
票夹	11.96	12.08	n
碳粉	13.43	9.28	n
免洗消毒液	12.13	12.26	n
眼药瓶	11.28	13.84	n
調料包袋	0.81	0	n
药膏包装	11.51	12.96	n
爱达宁药膏	13.55	8.97	n
铝皮药膏	11.36	13.71	n
过期料酒	13.72	7.76	n
办公纸	11.89	12.24	n
废旧的指南针	13.32	8.88	n
扑克	13.48	8.44	n
脾酒瓶盖	1.12	0	n
羊肉茄子	11.58	13.32	n
陶瓷水杯	13.73	7.75	n
圆珠笔头	12.57	10.77	n
泡沫包装	11.74	13.01	n
打印墨粉	11.45	13.55	n
墨粉盒	14	8.13	n
猪尾骨	11.91	12.2	n
干菜	12.94	9.88	n
废书包	13.03	16.43	n
一次性碗	12.59	11.3	n
餐巾纸袋子	13.07	9.55	n
有虫的大米	12.81	10.19	n
长虫的大米	13.12	16.11	n
洗发水的瓶子	1.22	0	n
破碎陶瓷杯	13.16	10.33	n
破碎陶瓷碗	11.3	13.35	n
药品瓶	12.99	9.75	n
中性笔芯	12.96	9.81	n
沐浴液包装	10.04	15.35	n
眼药水盒子	13.16	9.95	n
